Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_4-4_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.7,69.2,31.8,0.000,1287,1522,1749,1.0,1.1,0.9,37.561,36.973,0.437,0.151,130977,36973,43737,50267,0.0119328,1.1829643,0.079,-4.346, - ,0.0040196,1.3595723,0.025,0.015, - ,0.0111281,-4.660,1.100563,0.0020053,0.025,0.200124,0.0004023,0.013
AW_N_4-4_-0000.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.0,32.0,0.000,1279,1513,1739,1.3,1.5,1.4,37.395,36.810,0.435,0.150,130398,36810,43543,50045,0.0119322,1.1829100,0.033,-4.392, - ,0.0040196,1.3595662,0.021,0.010, - ,0.0111276,-4.709,1.100510,0.0020052,0.021,0.200123,0.0004023,0.011
AW_N_4-4_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,186.0,188.5,31.8,0.000,1281,1515,1742,1.4,1.6,1.5,37.494,36.907,0.437,0.151,130741,36907,43657,50177,0.0119318,1.1828710,0.000,-4.425, - ,0.0040195,1.3595379,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_4-4_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,246.0,248.3,31.8,0.000,1278,1512,1738,1.5,1.6,1.6,37.337,36.753,0.435,0.150,130191,36753,43474,49964,0.0119319,1.1828818,0.009,-4.415, - ,0.0040193,1.3594650,-0.054,-0.064, - ,0.0111273,-4.731,1.100485,0.0020051,-0.054,0.200108,0.0004023,-0.028
AW_N_4-4_-0000.dxf,5,S-Metolachlor, - ,CO2 Lhyges,2228.1,2240.7,2248.2,20.1,0.000,323,371,428,111.6,128.8,147.4,2.509,2.471,0.028,0.010,8592,2471,2846,3275,0.0116182,1.1517824,-26.282,-30.591, - ,0.0039191,1.3255750,-24.981,-24.992, - ,0.0108240,-31.860,1.070809,0.0019552,-24.948,0.195136,0.0003971,-12.952
AW_N_4-4_-0000.dxf,9+,S-Metolachlor,5,CO2 Lhyges,2228.1,2240.7,2248.2,20.1, - ,340,391,451,394.0,451.8,516.7,2.897,2.810,0.032,0.011,9771,2810,3237,3724,0.0116226,1.1522191,-25.913,-30.223,0.379,0.0039190,1.3255510,-24.999,-25.009,-0.018,0.0108284,-31.465,1.071241,0.0019551,-24.967,0.195132,0.0003971,-12.962
AW_N_4-4_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2232.7,2240.7,2249.5,16.7, - ,340,391,451,394.0,451.8,516.7,2.794,2.710,0.031,0.011,9426,2710,3123,3592,0.0116230,1.1522513,-25.886,-30.196,0.028,0.0039184,1.3253492,-25.147,-25.158,-0.152,0.0108288,-31.431,1.071279,0.0019548,-25.115,0.195102,0.0003971,-13.039
AW_N_4-4_-0000.dxf,11+,S-Metolachlor,5,CO2 Lhyges,2232.1,2240.7,2248.2,16.1, - ,323,371,428,111.6,128.8,147.4,2.477,2.402,0.028,0.010,8353,2402,2768,3184,0.0116215,1.1521076,-26.007,-30.317,0.282,0.0039184,1.3253240,-25.166,-25.176,-0.189,0.0108274,-31.560,1.071138,0.0019548,-25.134,0.195099,0.0003971,-13.049
AW_N_4-4_-0000.dxf,12+,S-Metolachlor,11,CO2 Lhyges,2232.1,2240.7,2248.2,16.1, - ,340,390,451,397.5,456.6,519.9,2.761,2.678,0.031,0.011,9315,2678,3086,3550,0.0116228,1.1522332,-25.901,-30.211,0.109,0.0039185,1.3253775,-25.126,-25.137,0.040,0.0108286,-31.448,1.071260,0.0019549,-25.094,0.195107,0.0003971,-13.028
AW_N_4-4_-0000.dxf,13+,S-Metolachlor,12,CO2 Lhyges,2232.1,2240.7,2248.2,16.1, - ,340,391,451,394.6,451.9,517.9,2.761,2.678,0.031,0.011,9315,2678,3086,3550,0.0116239,1.1523492,-25.803,-30.114,0.101,0.0039185,1.3253705,-25.132,-25.142,-0.005,0.0108298,-31.343,1.071375,0.0019549,-25.100,0.195106,0.0003971,-13.031
