Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_5-3_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,66.9,69.2,31.8,0.000,1272,1507,1731,1.0,1.0,0.8,37.124,36.542,0.433,0.149,129543,36542,43278,49723,0.0119338,1.1843507,0.165,-4.261, - ,0.0040197,1.3607114,0.057,0.047, - ,0.0111291,-4.569,1.100662,0.0020053,0.057,0.200130,0.0004023,0.029
AW_N_5-3_-0000.dxf,2, - , - ,CO2 Lhyges,97.2,126.2,129.0,31.8,0.000,1264,1497,1720,1.3,1.4,1.3,36.961,36.382,0.431,0.149,128971,36382,43084,49505,0.0119325,1.1842267,0.060,-4.365, - ,0.0040197,1.3607110,0.057,0.047, - ,0.0111279,-4.681,1.100540,0.0020053,0.057,0.200130,0.0004023,0.029
AW_N_5-3_-0000.dxf,3*, - , - ,CO2 Lhyges,157.0,186.2,188.7,31.8,0.000,1264,1497,1720,1.4,1.6,1.4,36.968,36.389,0.431,0.149,128990,36389,43090,49512,0.0119318,1.1841558,0.000,-4.425, - ,0.0040195,1.3606332,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_5-3_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,245.6,248.5,32.0,0.000,1263,1496,1719,1.4,1.6,1.5,36.979,36.399,0.431,0.149,129029,36399,43104,49526,0.0119322,1.1841951,0.033,-4.392, - ,0.0040195,1.3606202,-0.010,-0.020, - ,0.0111276,-4.707,1.100511,0.0020052,-0.010,0.200117,0.0004023,-0.005
AW_N_5-3_-0000.dxf,9+,S-Metolachlor,8,CO2 Lhyges,2249.5,2255.1,2262.6,13.2, - ,136,157,181,-778.7,-923.1,-1064.2,1.096,1.063,0.012,0.004,3711,1063,1229,1420,0.0116455,1.1557369,-23.999,-28.318,-0.879,0.0039462,1.3358106,-18.243,-18.254,4.339,0.0108484,-29.677,1.073199,0.0019687,-18.208,0.196482,0.0003985,-9.437
AW_N_5-3_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2249.5,2255.1,2262.6,13.2, - ,130,151,173,-336.6,-414.2,-455.0,1.028,0.997,0.012,0.004,3477,997,1152,1328,0.0116484,1.1560255,-23.756,-28.075,0.250,0.0039379,1.3330080,-20.303,-20.314,-2.098,0.0108522,-29.339,1.073568,0.0019646,-20.270,0.196070,0.0003981,-10.511
AW_N_5-3_-0000.dxf,11+,S-Metolachlor,9,CO2 Lhyges,2249.5,2255.1,2262.6,13.2, - ,133,154,177,-504.4,-595.1,-700.5,1.061,1.029,0.012,0.004,3590,1029,1188,1373,0.0116385,1.1550406,-24.587,-28.903,-0.602,0.0039442,1.3351496,-18.729,-18.740,-0.495,0.0108416,-30.286,1.072532,0.0019677,-18.693,0.196385,0.0003984,-9.689
AW_N_5-3_-0000.dxf,12+,S-Metolachlor,9,CO2 Lhyges,2249.5,2255.1,2262.6,13.2, - ,132,153,176,-442.1,-529.6,-601.3,1.051,1.019,0.012,0.004,3556,1019,1178,1359,0.0116478,1.1559728,-23.800,-28.119,0.204,0.0039374,1.3328352,-20.430,-20.441,-2.227,0.0108517,-29.382,1.073521,0.0019643,-20.398,0.196045,0.0003981,-10.578
AW_N_5-3_-0000.dxf,13+,S-Metolachlor,12,CO2 Lhyges,2249.5,2255.1,2262.6,13.2, - ,131,151,174,-304.3,-366.7,-423.1,1.030,0.999,0.012,0.004,3484,999,1154,1332,0.0116422,1.1554172,-24.269,-28.586,-0.481,0.0039397,1.3336306,-19.846,-19.856,0.597,0.0108459,-29.905,1.072949,0.0019655,-19.811,0.196162,0.0003982,-10.272
AW_N_5-3_-0000.dxf,6, - , - ,CO2 Lhyges,2764.7,2793.9,2796.2,31.6,0.000,1266,1499,1723,0.9,1.0,0.8,36.852,36.275,0.430,0.148,128602,36275,42967,49360,0.0119353,1.1845044,0.294,-4.131, - ,0.0040198,1.3607371,0.076,0.066, - ,0.0111307,-4.432,1.100813,0.0020054,0.076,0.200134,0.0004023,0.039
AW_N_5-3_-0000.dxf,7, - , - ,CO2 Lhyges,2824.2,2853.3,2856.0,31.8,0.000,1269,1503,1727,1.3,1.4,1.3,37.071,36.490,0.432,0.149,129354,36490,43215,49649,0.0119332,1.1842968,0.119,-4.306, - ,0.0040194,1.3606076,-0.019,-0.029, - ,0.0111286,-4.615,1.100612,0.0020052,-0.019,0.200115,0.0004023,-0.010
