Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_S_7-1_-0000.dxf,1, - , - ,CO2 Lhyges,37.4,65.8,69.2,31.8,0.000,1250,1480,1701,1.0,1.0,0.9,36.492,35.920,0.425,0.147,127333,35920,42534,48880,0.0119332,1.1841330,0.117,-4.308, - ,0.0040197,1.3608096,0.039,0.028, - ,0.0111286,-4.620,1.100607,0.0020053,0.038,0.200126,0.0004023,0.020
AW_S_7-1_-0000.dxf,2, - , - ,CO2 Lhyges,97.2,125.8,129.0,31.8,0.000,1242,1470,1689,1.3,1.4,1.3,36.303,35.734,0.423,0.146,126667,35734,42309,48624,0.0119320,1.1840093,0.013,-4.412, - ,0.0040195,1.3607456,-0.008,-0.019, - ,0.0111273,-4.729,1.100487,0.0020052,-0.008,0.200117,0.0004023,-0.004
AW_S_7-1_-0000.dxf,3*, - , - ,CO2 Lhyges,157.0,186.4,188.7,31.8,0.000,1241,1470,1689,1.4,1.5,1.4,36.329,35.760,0.423,0.146,126759,35760,42339,48660,0.0119318,1.1839945,0.000,-4.425, - ,0.0040195,1.3607569,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_S_7-1_-0000.dxf,4, - , - ,CO2 Lhyges,216.7,245.8,248.5,31.8,0.000,1242,1471,1691,1.4,1.6,1.5,36.324,35.755,0.423,0.146,126741,35755,42333,48652,0.0119317,1.1839785,-0.013,-4.438, - ,0.0040194,1.3607097,-0.035,-0.045, - ,0.0111270,-4.756,1.100458,0.0020051,-0.035,0.200112,0.0004023,-0.018
AW_S_7-1_-0000.dxf,9+,S-Metolachlor,8,CO2 Lhyges,2249.5,2255.3,2263.1,13.6, - ,195,225,260,80.3,76.7,96.8,1.444,1.400,0.016,0.006,4887,1400,1618,1869,0.0116444,1.1554761,-24.087,-28.405,-0.749,0.0039441,1.3352175,-18.769,-18.779,1.637,0.0108476,-29.750,1.073118,0.0019676,-18.733,0.196377,0.0003984,-9.711
AW_S_7-1_-0000.dxf,10+,S-Metolachlor,9,CO2 Lhyges,2249.5,2255.3,2263.1,13.6, - ,197,227,262,-62.6,-80.0,-99.8,1.469,1.424,0.016,0.006,4969,1424,1645,1900,0.0116356,1.1545991,-24.827,-29.142,-0.759,0.0039404,1.3339829,-19.676,-19.686,-0.925,0.0108391,-30.507,1.072290,0.0019658,-19.640,0.196196,0.0003982,-10.183
AW_S_7-1_-0000.dxf,11+,S-Metolachlor,10,CO2 Lhyges,2249.5,2255.3,2263.1,13.6, - ,199,229,265,-238.4,-289.5,-342.7,1.493,1.448,0.017,0.006,5057,1448,1673,1936,0.0116422,1.1552575,-24.271,-28.588,0.570,0.0039484,1.3366753,-17.697,-17.708,2.018,0.0108449,-29.987,1.072859,0.0019698,-17.660,0.196592,0.0003986,-9.152
AW_S_7-1_-0000.dxf,12+,S-Metolachlor,11,CO2 Lhyges,2250.1,2255.3,2262.6,12.5, - ,199,229,265,-238.4,-289.5,-342.7,1.454,1.410,0.016,0.006,4923,1410,1629,1884,0.0116439,1.1554276,-24.128,-28.445,0.147,0.0039475,1.3363903,-17.907,-17.917,-0.213,0.0108467,-29.826,1.073035,0.0019694,-17.870,0.196550,0.0003986,-9.261
AW_S_7-1_-0000.dxf,13+,S-Metolachlor,12,CO2 Lhyges,2250.1,2255.3,2262.6,12.5, - ,192,221,255,-488.6,-576.3,-664.9,1.362,1.320,0.015,0.005,4606,1320,1525,1761,0.0116366,1.1546978,-24.744,-29.059,-0.632,0.0039388,1.3334470,-20.070,-20.080,-2.202,0.0108403,-30.403,1.072404,0.0019650,-20.034,0.196117,0.0003981,-10.388
AW_S_7-1_-0000.dxf,14+,S-Metolachlor,13,CO2 Lhyges,2250.1,2255.3,2262.6,12.5, - ,195,225,260,124.2,137.5,145.6,1.405,1.362,0.016,0.005,4753,1362,1573,1818,0.0116359,1.1546347,-24.797,-29.112,-0.055,0.0039412,1.3342290,-19.495,-19.505,0.587,0.0108394,-30.481,1.072318,0.0019662,-19.459,0.196232,0.0003983,-10.088
