Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W6_3-3_-0000.dxf,1, - , - ,CO2 Lhyges,37.2,66.7,69.4,32.2,0.000,1462,1717,1966,4.2,-0.6,0.6,42.558,41.896,0.492,0.169,147496,41896,49235,56365,0.0119462,1.1751689,0.225,-3.227, - ,0.0040197,1.3453396,0.032,0.024, - ,0.0111415,-3.461,1.101874,0.0020053,0.032,0.200125,0.0004023,0.016
AO_W6_3-3_-0000.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.2,32.2,0.000,1449,1702,1949,4.9,0.2,1.5,42.375,41.717,0.490,0.168,146854,41717,49016,56121,0.0119442,1.1749750,0.060,-3.392, - ,0.0040195,1.3452906,-0.004,-0.012, - ,0.0111396,-3.636,1.101683,0.0020052,-0.004,0.200118,0.0004023,-0.002
AO_W6_3-3_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.9,32.2,0.000,1450,1704,1951,5.1,0.4,1.7,42.424,41.765,0.491,0.169,147021,41765,49070,56186,0.0119435,1.1749044,0.000,-3.452, - ,0.0040195,1.3452960,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W6_3-3_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,245.8,248.7,32.2,0.000,1452,1705,1952,5.2,0.5,1.9,42.431,41.772,0.491,0.169,147043,41772,49079,56193,0.0119438,1.1749384,0.029,-3.423, - ,0.0040193,1.3452358,-0.045,-0.053, - ,0.0111392,-3.667,1.101648,0.0020051,-0.045,0.200110,0.0004023,-0.023
AO_W6_3-3_-0000.dxf,5, - , - ,CO2 Lhyges,1737.2,1917.4,1917.4,180.2,0.000,670,784,887,4.1,-0.8,0.3,38.655,38.067,0.437,0.152,132356,38067,43654,50635,0.0116574,1.1467608,-23.954,-27.323, - ,0.0039743,1.3301719,-11.242,-11.250, - ,0.0108574,-28.872,1.074078,0.0019827,-11.198,0.197882,0.0004000,-5.794
AO_W6_3-3_-0000.dxf,6, - , - ,CO2 Lhyges,1917.6,1918.8,1942.4,24.9,0.000,463,536,619,244.0,277.3,316.8,4.391,4.325,0.049,0.017,15068,4325,4919,5824,0.0115628,1.1374602,-31.870,-35.212, - ,0.0040235,1.3466393,0.999,0.990, - ,0.0107577,-37.786,1.064325,0.0020074,1.076,0.200334,0.0004025,0.555
AO_W6_3-3_-0000.dxf,7, - , - ,CO2 Lhyges,2102.5,2115.7,2125.5,23.0,0.000,309,353,411,216.5,243.2,283.5,2.395,2.359,0.027,0.009,8202,2359,2700,3143,0.0116381,1.1448624,-25.570,-28.933, - ,0.0039819,1.3326956,-9.366,-9.374, - ,0.0108373,-30.669,1.072113,0.0019865,-9.316,0.198258,0.0004004,-4.818
AO_W6_3-3_-0000.dxf,8, - , - ,CO2 Lhyges,2314.7,2322.2,2333.5,18.8,0.000,182,209,242,153.5,171.2,199.7,1.310,1.290,0.015,0.005,4492,1290,1481,1721,0.0116694,1.1479454,-22.946,-26.318, - ,0.0039851,1.3337854,-8.556,-8.564, - ,0.0108683,-27.895,1.075147,0.0019881,-8.511,0.198419,0.0004006,-4.401
AO_W6_3-3_-0000.dxf,9, - , - ,CO2 Lhyges,2368.6,2379.9,2405.2,36.6,0.000,1861,2104,2481,152.4,170.0,198.3,14.385,14.167,0.162,0.057,49241,14167,16176,18898,0.0116075,1.1418527,-28.131,-31.486, - ,0.0039857,1.3339636,-8.424,-8.432, - ,0.0108063,-33.441,1.069080,0.0019884,-8.366,0.198448,0.0004006,-4.326
AO_W6_3-3_-0000.dxf,10, - , - ,CO2 Lhyges,2435.3,2440.9,2447.0,11.7,0.000,33,38,44,150.8,167.9,196.2,0.207,0.204,0.002,0.001,708,204,234,271,0.0116773,1.1487236,-22.283,-25.658, - ,0.0039786,1.3315987,-10.182,-10.190, - ,0.0108769,-27.127,1.075988,0.0019849,-10.140,0.198093,0.0004002,-5.245
AO_W6_3-3_-0000.dxf,11, - , - ,CO2 Lhyges,2448.0,2456.4,2465.2,17.1,0.000,93,108,125,156.1,174.1,203.4,0.999,0.983,0.011,0.004,3422,983,1128,1311,0.0116567,1.1466953,-24.010,-27.378, - ,0.0039829,1.3330538,-9.100,-9.108, - ,0.0108558,-29.012,1.073926,0.0019870,-9.053,0.198311,0.0004004,-4.682
AO_W6_3-3_-0000.dxf,12, - , - ,CO2 Lhyges,2549.0,2572.0,2597.9,48.9,0.000,1387,1582,1848,137.3,152.4,178.3,12.055,11.871,0.137,0.048,41376,11871,13665,15840,0.0117024,1.1511859,-20.188,-23.569, - ,0.0039870,1.3344016,-8.098,-8.106, - ,0.0109011,-24.966,1.078352,0.0019890,-8.059,0.198509,0.0004006,-4.167
AO_W6_3-3_-0000.dxf,24+,S-Metolachlor,12,CO2 Lhyges,2639.0,2649.5,2700.9,61.9, - ,1814,2089,2419,137.3,152.4,178.3,22.490,21.815,0.250,0.087,75937,21815,25009,29113,0.0116541,1.1464354,-24.231,-27.599,-4.127,0.0039873,1.3345264,-8.005,-8.014,0.094,0.0108527,-29.289,1.073623,0.0019892,-7.957,0.198530,0.0004007,-4.114
AO_W6_3-3_-0000.dxf,25+,S-Metolachlor,24,CO2 Lhyges,2639.0,2649.5,2700.9,61.9, - ,1808,2081,2411,544.1,619.0,720.3,22.275,21.607,0.248,0.086,75201,21607,24764,28830,0.0116510,1.1461288,-24.492,-27.859,-0.267,0.0039867,1.3343026,-8.172,-8.180,-0.168,0.0108497,-29.562,1.073324,0.0019889,-8.123,0.198496,0.0004006,-4.200
AO_W6_3-3_-0000.dxf,26+,S-Metolachlor,25,CO2 Lhyges,2639.3,2649.5,2680.8,41.6, - ,1808,2081,2411,544.1,619.0,720.3,21.640,20.991,0.241,0.084,73058,20991,24058,28009,0.0116507,1.1460979,-24.518,-27.885,-0.027,0.0039868,1.3343498,-8.137,-8.145,0.035,0.0108494,-29.591,1.073292,0.0019890,-8.088,0.198503,0.0004006,-4.181
AO_W6_3-3_-0000.dxf,13, - , - ,CO2 Lhyges,3014.2,3019.2,3025.7,11.5,0.000,34,39,46,118.9,131.7,153.3,0.221,0.218,0.002,0.001,757,218,244,295,0.0113836,1.1198322,-46.874,-50.164, - ,0.0040486,1.3550320,7.237,7.229, - ,0.0105759,-54.047,1.046527,0.0020200,7.358,0.201588,0.0004039,3.790
AO_W6_3-3_-0000.dxf,14, - , - ,CO2 Lhyges,3093.0,3099.7,3106.8,13.8,0.000,32,37,43,110.1,121.1,142.0,0.230,0.226,0.003,0.001,789,226,259,303,0.0116367,1.1447243,-25.687,-29.050, - ,0.0040063,1.3408633,-3.295,-3.303, - ,0.0108334,-31.021,1.071728,0.0019987,-3.237,0.199472,0.0004017,-1.672
AO_W6_3-3_-0000.dxf,15, - , - ,CO2 Lhyges,3168.9,3178.3,3199.0,30.1,0.000,240,277,320,111.1,122.2,143.4,3.255,3.206,0.037,0.013,11159,3206,3681,4272,0.0116737,1.1483633,-22.590,-25.964, - ,0.0039823,1.3328277,-9.268,-9.276, - ,0.0108729,-27.489,1.075592,0.0019867,-9.225,0.198276,0.0004004,-4.771
AO_W6_3-3_-0000.dxf,16, - , - ,CO2 Lhyges,3265.4,3300.5,3309.5,44.1,0.000,29,33,39,114.9,126.5,148.5,0.911,0.898,0.010,0.004,3125,898,1032,1195,0.0116858,1.1495506,-21.579,-24.957, - ,0.0039798,1.3319908,-9.890,-9.898, - ,0.0108852,-26.386,1.076799,0.0019854,-9.850,0.198151,0.0004003,-5.095
AO_W6_3-3_-0000.dxf,17, - , - ,CO2 Lhyges,3346.3,3356.1,3389.8,43.5,0.000,913,1060,1217,122.1,134.7,158.2,13.229,13.027,0.149,0.052,45341,13027,14932,17381,0.0116521,1.1462353,-24.401,-27.769, - ,0.0039863,1.3341736,-8.268,-8.276, - ,0.0108508,-29.461,1.073434,0.0019887,-8.219,0.198477,0.0004006,-4.249
AO_W6_3-3_-0000.dxf,18, - , - ,CO2 Lhyges,3400.6,3406.5,3415.7,15.0,0.000,25,29,33,154.9,172.2,202.0,0.174,0.171,0.002,0.001,599,171,198,229,0.0117689,1.1577269,-14.620,-18.021, - ,0.0040079,1.3414031,-2.894,-2.902, - ,0.0109654,-19.212,1.084647,0.0019995,-2.862,0.199547,0.0004017,-1.478
AO_W6_3-3_-0000.dxf,19, - , - ,CO2 Lhyges,3496.6,3571.6,3590.6,94.1,0.000,822,941,1097,130.9,144.8,169.7,12.638,12.445,0.143,0.050,43319,12445,14281,16593,0.0116649,1.1474995,-23.325,-26.696, - ,0.0039837,1.3332984,-8.918,-8.926, - ,0.0108639,-28.287,1.074718,0.0019874,-8.873,0.198347,0.0004005,-4.588
AO_W6_3-3_-0000.dxf,20, - , - ,CO2 Lhyges,3597.1,3609.0,3620.3,23.2,0.000,132,152,177,273.7,308.3,360.5,1.927,1.898,0.022,0.008,6609,1898,2181,2530,0.0116819,1.1491743,-21.900,-25.276, - ,0.0039821,1.3327793,-9.304,-9.312, - ,0.0108811,-26.750,1.076400,0.0019866,-9.263,0.198269,0.0004004,-4.790
AO_W6_3-3_-0000.dxf,21, - , - ,CO2 Lhyges,3663.6,3669.4,3671.1,7.5,0.000,40,46,53,352.2,398.2,465.4,0.108,0.107,0.001,0.000,280,107,104,69,0.0099388,0.9777024,-167.845,-170.717, - ,0.0019247,0.6441872,-521.156,-521.160, - ,0.0093887,-160.241,0.930135,0.0009597,-521.373,0.095882,0.0002751,-316.280
AO_W6_3-3_-0000.dxf,22, - , - ,CO2 Lhyges,3699.9,3729.4,3731.9,32.0,0.000,1463,1719,1968,5.0,0.3,1.8,42.663,42.000,0.493,0.170,147846,42000,49343,56503,0.0119430,1.1748532,-0.044,-3.495, - ,0.0040196,1.3453098,0.010,0.002, - ,0.0111383,-3.747,1.101561,0.0020052,0.010,0.200121,0.0004023,0.005
AO_W6_3-3_-0000.dxf,23, - , - ,CO2 Lhyges,3759.7,3788.1,3791.7,32.0,0.000,1460,1716,1965,5.2,0.5,2.0,42.744,42.080,0.494,0.170,148126,42080,49437,56609,0.0119428,1.1748336,-0.060,-3.512, - ,0.0040195,1.3452714,-0.018,-0.027, - ,0.0111381,-3.764,1.101543,0.0020052,-0.018,0.200115,0.0004023,-0.009
