Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AO_W5_2-1_-0001.dxf,1, - , - ,CO2 Lhyges,37.2,66.0,69.2,32.0,0.000,1322,1566,1796,0.5,0.5,0.0,38.372,37.771,0.448,0.154,133864,37771,44762,51332,0.0119355,1.1850882,0.309,-4.117, - ,0.0040199,1.3590467,0.101,0.090, - ,0.0111308,-4.417,1.100829,0.0020054,0.100,0.200139,0.0004023,0.052
AO_W5_2-1_-0001.dxf,2, - , - ,CO2 Lhyges,97.0,126.2,129.0,32.0,0.000,1314,1556,1785,1.0,1.1,0.8,38.303,37.702,0.447,0.154,133610,37702,44670,51237,0.0119328,1.1848162,0.080,-4.345, - ,0.0040198,1.3589927,0.061,0.050, - ,0.0111281,-4.660,1.100562,0.0020053,0.061,0.200131,0.0004023,0.031
AO_W5_2-1_-0001.dxf,3*, - , - ,CO2 Lhyges,156.5,186.0,188.7,32.2,0.000,1313,1556,1784,1.2,1.2,0.9,38.312,37.711,0.447,0.154,133634,37711,44677,51246,0.0119318,1.1847220,0.000,-4.425, - ,0.0040195,1.3589098,0.000,-0.011, - ,0.0111272,-4.743,1.100472,0.0020052,-0.000,0.200119,0.0004023,-0.000
AO_W5_2-1_-0001.dxf,4, - , - ,CO2 Lhyges,216.3,245.8,248.5,32.2,0.000,1314,1557,1786,1.2,1.3,1.0,38.321,37.720,0.447,0.154,133663,37720,44685,51259,0.0119310,1.1846398,-0.069,-4.494, - ,0.0040196,1.3589287,0.014,0.003, - ,0.0111263,-4.818,1.100390,0.0020052,0.014,0.200122,0.0004023,0.007
AO_W5_2-1_-0001.dxf,25+,S-Metolachlor,24,CO2 Lhyges,2225.0,2230.4,2238.4,13.4, - ,222,256,293,100.5,116.0,131.9,1.760,1.707,0.020,0.007,5930,1707,1969,2254,0.0116162,1.1533792,-26.456,-30.763,0.911,0.0039065,1.3207139,-28.108,-28.118,-0.259,0.0108232,-31.928,1.070736,0.0019489,-28.078,0.194511,0.0003965,-14.588
AO_W5_2-1_-0001.dxf,26+,S-Metolachlor,25,CO2 Lhyges,2225.0,2230.4,2238.4,13.4, - ,222,256,293,100.4,115.8,131.7,1.762,1.709,0.020,0.007,5936,1709,1971,2257,0.0116177,1.1535286,-26.330,-30.638,0.130,0.0039064,1.3206829,-28.131,-28.141,-0.023,0.0108248,-31.792,1.070884,0.0019489,-28.101,0.194506,0.0003965,-14.600
AO_W5_2-1_-0001.dxf,27+,S-Metolachlor,26,CO2 Lhyges,2225.0,2230.4,2238.4,13.4, - ,225,259,297,97.5,112.5,128.0,1.800,1.746,0.020,0.007,6069,1746,2016,2306,0.0116269,1.1544445,-25.557,-29.868,0.794,0.0039069,1.3208434,-28.012,-28.023,0.121,0.0108339,-30.971,1.071782,0.0019491,-27.985,0.194529,0.0003965,-14.539
AO_W5_2-1_-0001.dxf,28+,S-Metolachlor,27,CO2 Lhyges,2225.0,2230.4,2238.4,13.4, - ,225,259,296,97.9,112.9,128.5,1.795,1.741,0.020,0.007,6052,1741,2011,2300,0.0116304,1.1547890,-25.266,-29.579,0.298,0.0039070,1.3208700,-27.993,-28.003,0.020,0.0108374,-30.662,1.072121,0.0019491,-27.966,0.194533,0.0003965,-14.529
AO_W5_2-1_-0001.dxf,29+,S-Metolachlor,28,CO2 Lhyges,2225.0,2230.4,2238.4,13.4, - ,225,259,297,97.6,112.4,128.0,1.800,1.746,0.020,0.007,6068,1746,2016,2306,0.0116331,1.1550587,-25.038,-29.352,0.234,0.0039072,1.3209542,-27.931,-27.941,0.064,0.0108401,-30.421,1.072384,0.0019492,-27.904,0.194545,0.0003965,-14.497
AO_W5_2-1_-0001.dxf,31+,S-Metolachlor,25,CO2 Lhyges,2225.0,2230.4,2238.4,13.4, - ,222,256,293,100.3,115.8,131.7,1.762,1.709,0.020,0.007,5939,1709,1972,2258,0.0116181,1.1535761,-26.290,-30.598,0.171,0.0039063,1.3206197,-28.177,-28.187,-0.071,0.0108253,-31.748,1.070933,0.0019488,-28.148,0.194497,0.0003964,-14.624
