Filename,Peak Nr.,Component,Master Peak,Ref. Name,Start[s],Rt[s],End[s],Width[s],Sample Dilution[%],Ampl. 44[mV],Ampl. 45[mV],Ampl. 46[mV],BGD 44[mV],BGD 45[mV],BGD 46[mV],Area All[Vs],Area 44[Vs],Area 45[Vs],Area 46[Vs],rArea All[mVs],rArea 44[mVs],rArea 45[mVs],rArea 46[mVs],R 45CO2/44CO2,rR 45CO2/44CO2,rd 45CO2/44CO2[per mil]vs. CO2 Lhyges,d 45CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 45CO2/44CO2[per mil],R 46CO2/44CO2,rR 46CO2/44CO2,rd 46CO2/44CO2[per mil]vs. CO2 Lhyges,d 46CO2/44CO2[per mil]vs. VPDB VSMOW,DeltaDelta 46CO2/44CO2[per mil],R 13C/12C,d 13C/12C[per mil]vs. VPDB,AT% 13C/12C[%],R 18O/16O,d 18O/16O[per mil]vs. VSMOW,AT% 18O/16O[%],R 17O/16O,d 17O/16O
AW_N_1-2_-0000.dxf,1, - , - ,CO2 Lhyges,37.2,66.7,69.4,32.2,0.000,1454,1708,1956,4.2,-0.6,0.7,42.303,41.646,0.489,0.168,146597,41646,48937,56015,0.0119450,1.1750689,0.130,-3.322, - ,0.0040200,1.3450384,0.120,0.112, - ,0.0111403,-3.566,1.101759,0.0020054,0.120,0.200143,0.0004024,0.062
AW_N_1-2_-0000.dxf,2, - , - ,CO2 Lhyges,97.0,126.4,129.2,32.2,0.000,1446,1699,1944,4.9,0.2,1.8,42.208,41.552,0.488,0.168,146257,41552,48820,55885,0.0119435,1.1749174,0.001,-3.451, - ,0.0040197,1.3449231,0.034,0.026, - ,0.0111388,-3.700,1.101612,0.0020053,0.034,0.200126,0.0004023,0.018
AW_N_1-2_-0000.dxf,3*, - , - ,CO2 Lhyges,156.8,186.2,188.9,32.2,0.000,1445,1698,1943,5.1,0.4,1.9,42.171,41.516,0.488,0.168,146128,41516,48778,55834,0.0119435,1.1749166,0.000,-3.452, - ,0.0040195,1.3448772,0.000,-0.008, - ,0.0111388,-3.700,1.101613,0.0020052,-0.000,0.200119,0.0004023,-0.000
AW_N_1-2_-0000.dxf,4, - , - ,CO2 Lhyges,216.5,246.0,248.7,32.2,0.000,1447,1700,1946,5.2,0.5,2.0,42.288,41.631,0.489,0.168,146530,41631,48909,55990,0.0119427,1.1748372,-0.068,-3.519, - ,0.0040197,1.3449206,0.032,0.024, - ,0.0111380,-3.773,1.101532,0.0020053,0.032,0.200125,0.0004023,0.017
AW_N_1-2_-0000.dxf,5, - , - ,CO2 Lhyges,1749.5,1854.2,1929.7,180.2,0.000,64,73,87,133.6,147.8,171.1,7.440,7.325,0.084,0.030,25911,7325,8430,10156,0.0116992,1.1508899,-20.450,-23.831, - ,0.0041437,1.3864376,30.903,30.894, - ,0.0108818,-26.688,1.076468,0.0020673,30.989,0.206307,0.0004087,15.872
AW_N_1-2_-0000.dxf,6, - , - ,CO2 Lhyges,1957.5,1969.4,1975.3,17.8,0.000,27,31,36,167.1,186.6,218.3,0.236,0.232,0.003,0.001,809,232,265,311,0.0116068,1.1417937,-28.192,-31.546, - ,0.0040069,1.3406500,-3.143,-3.151, - ,0.0108034,-33.702,1.068794,0.0019990,-3.079,0.199504,0.0004017,-1.590
AW_N_1-2_-0000.dxf,7, - , - ,CO2 Lhyges,1979.0,1990.5,1998.5,19.4,0.000,57,65,76,171.9,192.0,224.8,0.479,0.471,0.005,0.002,1641,471,540,629,0.0116509,1.1461371,-24.495,-27.862, - ,0.0039898,1.3349417,-7.388,-7.396, - ,0.0108493,-29.594,1.073289,0.0019905,-7.338,0.198653,0.0004008,-3.793
AW_N_1-2_-0000.dxf,8, - , - ,CO2 Lhyges,2001.4,2013.1,2021.0,19.6,0.000,43,49,57,172.4,192.5,225.6,0.385,0.379,0.004,0.002,1319,379,435,505,0.0116573,1.1467677,-23.958,-27.327, - ,0.0039754,1.3301150,-10.977,-10.985, - ,0.0108572,-28.887,1.074063,0.0019833,-10.932,0.197935,0.0004001,-5.656
AW_N_1-2_-0000.dxf,9, - , - ,CO2 Lhyges,2024.8,2040.7,2048.6,23.8,0.000,84,96,112,166.6,186.0,217.8,0.879,0.865,0.010,0.003,3012,865,991,1156,0.0116438,1.1454367,-25.091,-28.456, - ,0.0039913,1.3354353,-7.021,-7.029, - ,0.0108421,-30.245,1.072577,0.0019912,-6.969,0.198727,0.0004009,-3.602
AW_N_1-2_-0000.dxf,10, - , - ,CO2 Lhyges,2050.7,2063.7,2071.6,20.9,0.000,55,63,73,162.8,181.7,212.8,0.468,0.461,0.005,0.002,1604,461,528,615,0.0116297,1.1440461,-26.275,-29.636, - ,0.0039812,1.3320404,-9.545,-9.553, - ,0.0108290,-31.415,1.071296,0.0019862,-9.493,0.198223,0.0004004,-4.910
