Date,Time,Analysis,Row,Identifier 1,FileHeader: Filename,Peak Nr.,Is Ref.?,Start,Rt,End,Width,Area All,Ampl. 44,BGD 44,R 13C/12C,d 13C/12C,d 18O/16O,Component
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,1,0,37.2,66.7,69.4,32.2,41.313,1418,4.3,0.0111406,-3.541,0.039,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,2,0,97.0,126.4,129.2,32.2,41.227,1410,5.0,0.0111390,-3.683,0.022,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,3,1,156.8,186.0,188.9,32.2,41.266,1411,5.1,0.0111388,-3.700,-0.000,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,4,0,216.3,245.8,248.5,32.2,41.278,1411,5.2,0.0111383,-3.751,-0.005,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,5,0,1737.0,1773.4,1917.2,180.2,29.807,174,4.2,0.0108648,-28.210,-6.941,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,6,0,2101.7,2114.7,2124.9,23.2,2.372,313,163.8,0.0108484,-29.681,-8.226,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,7,0,2313.0,2320.1,2331.6,18.6,1.310,187,133.5,0.0108821,-26.660,-7.284,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,8,0,2560.3,2569.9,2587.4,27.2,2.157,252,102.6,0.0108876,-26.167,-6.759,
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,9,0,2638.0,2648.9,2673.1,35.1,8.150,914,98.2,0.0108466,-29.838,-7.076,S-Metolachlor
05/20/16,11:57:26,12190,86,AO_W3_1-1,AO_W3_1-1_-0001.dxf,10,0,3585.6,3669.2,3670.9,85.3,5.732,162,148.3,0.0108547,-29.117,-5.349,
